test_id,android_device_id,android_fingerprint,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,isp_name,is_isp,network_operator_name,mcc,mnc,pre_connection_type,post_connection_type,brand,device,hardware,build_id,manufacturer,model,product,cdma_cell_id,gsm_cell_id,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code
2589795936,152517752,"samsung/nobleltextc/noblelte:6.0.1/MMB29K/N9208XXS3BPL4:user/release-keys","2017-02-01 00:00:51","42.153.39.xxx",3,239,93,"Kuching","Malaysia","MY",1.5600,110.3450,"Celcom Axiata","Malaysia","MY","Sarawak","13","Sibu",2.34460,111.83887,116.664,"Webe Digital Sdn. Bhd.",0,"webe","502","19",17,17,"samsung","noblelte","samsungexynos7420","MMB29K","samsung","SM-N9208","nobleltextc","","40325412",1,"Sibu, Sarawak, Malaysia","Sibu","locality","Malaysia","MY","Sarawak","","","96000"
2589795937,151101581,"samsung/zenltedx/zenlte:6.0.1/MMB29K/G9287CDXU3BPJ1:user/release-keys","2017-02-01 00:00:51","112.198.68.xxx",1209,9,646,"Pasig City","Philippines","PH",14.5823,121.0851,"DMSI","Philippines","PH","Metro Manila","00","Quezon City",14.68526,121.08358,7.12522,"Globe Telecom",1,"GLOBE","","",15,15,"samsung","zenlte","samsungexynos7420","MMB29K","samsung","SM-G9287C","zenltedx","","85015979",1,"Quezon City, Metro Manila, Philippines","Quezon City","locality","Philippines","PH","Metro Manila","","",""
2589795938,129027223,"rk30sdk/mid688/mid688:4.2.2/JDQ39/eng.snk.20140715.154703:eng/test-keys","2017-02-01 00:00:51","176.59.32.xxx",1366,728,88,"Smolensk","Russian Federation","RU",54.7833,32.0500,"Beeline","Russia","RU","Smolensk Oblast","SMO","Smolensk",54.81538,32.02827,2.38301,"T2 Mobile LLC",1,"25020","","",11,11,"Ursus","mid688","rk30board","JDQ39","DEXP","Ursus 10P3G","mid688","","686715",1,"Smolensk, Smolensk Oblast, Russia","Smolensk","locality","Russia","RU","Smolensk Oblast","gorod Smolensk","","214039"
2589795941,152300887,"samsung/lcsh72_we_jb3/lcsh72_we_jb3:4.2.2/JDQ39/1406252240:user/test-keys","2017-02-01 00:00:51","128.199.68.xxx",2329,860,102,"Singapore","Republic of Singapore","SG",1.3000,103.8000,"Viewqwest Pte Ltd","Singapore","SG","Central Singapore Community Development Council","01","Singapore",1.28550,103.85650,4.03352,"DigitalOcean",0,"XL","","",5,17,"android","lcsh72_we_jb3","mt6572","JDQ39","android","ANDROID","ANDROID","","14972830",2,"Singapore, Singapore","Singapore","locality","Singapore","SG","","","",""
2589795942,149304836,"LYF/LS5505/LS-5505:6.0.1/LYF_LS-5505_01_05/build10061237:userdebug/test-keys","2017-02-01 00:00:51","49.44.51.xxx",88189,5923,20,"Navi Mumbai","India","IN",19.0330,73.0297,"Jio","India","IN","Maharashtra","MH","Mumbai",19.24779,72.86202,18.462,"Reliance Jio Infocomm Ltd",1,"Jio 4G","405","874",15,15,"LYF","LS-5505","qcom","LYF_LS-5505_01_05","LYF","LS-5505","LS5505","","100700417",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400068"
2589795943,150797524,"Sony/E6633/E6633:7.0/32.3.A.0.372/527209840:user/release-keys","2017-02-01 00:00:51","89.198.156.xxx",4095,224,53,"Kermanshah","Iran, Islamic Republic of","IR",34.3277,47.0778,"Taknet","Iran","IR","Kermanshah","17","Shahrak-e Direh",34.46550,45.85101,70.6657,"Mobile Communication Company of Iran PLC",1,"IR-TCI","432","11",11,17,"Sony","E6633","qcom","32.3.A.0.376","Sony","E6633","E6633","","54461299",1,"Sarpol Zahab, Kermanshah, Iran","Sarpol Zahab","locality","Iran","IR","Kermanshah","","",""
2589795947,150288581,"samsung/kltezt/klte:5.0/LRX21T/G900IZTU1BOA1:user/release-keys","2017-02-01 00:00:51","106.222.41.xxx",26558,9290,28,"Gurgaon","India","IN",28.4615,77.0178,"Tripleplay Broadband Pvt Ltd","India","IN","Haryana","HR","Badshahpur",28.35177,77.06447,8.10244,"BHARTI Airtel",1,"IND airtel","","",15,15,"samsung","klte","qcom","LRX21T","samsung","SM-G900I","kltezt","","232779531",1,"Bhondsi, Haryana 122102, India","Bhondsi","sublocality_level_1","India","IN","Haryana","Gurgaon","","122102"
2589795948,119061854,"samsung/j7e3gxx/j7e3g:6.0.1/MMB29K/J700HXXU2BPJ1:user/release-keys","2017-02-01 00:00:51","5.116.120.xxx",3371,3201,27,"Tehran","Iran","IR",35.6833,51.4167,"ParsOnline","Iran","IR","Tehran","07","Tehran",35.63063,51.38373,4.0899,"Iran Cell Service and Communication Company",1,"Irancell","432","35",17,17,"samsung","j7e3g","samsungexynos7580","MMB29K","samsung","SM-J700H","j7e3gxx","","154287548",1,"Tehran, Tehran, Iran","Tehran","locality","Iran","IR","Tehran","Tehran","",""
2589795950,150067941,"samsung/j7xeltexx/j7xelte:6.0.1/MMB29K/J710FXXU2APL8:user/release-keys","2017-02-01 00:00:51","45.55.180.xxx",85044,38524,171,"New York, NY","United States","US",40.7127,-74.0059,"Charter Communications","United States","US","New York","NY","New York",40.73080,-73.99750,1.32722,"Digital Ocean",0,"o2 - de | Ortel D","262","7",15,15,"samsung","j7xelte","samsungexynos7870","MMB29K","samsung","SM-J710F","j7xeltexx","","23542018",2,"New York, NY, USA","New York","locality","United States","US","New York","","","10012"
2589795951,148911392,"hi6210sft/hi6210sft/hi6210sft:5.1.1/LMY47X/d0090306511202057:user/test-keys","2017-02-01 00:00:52","47.60.37.xxx",38093,11826,15,"Madrid","Spain","ES",40.4000,-3.6833,"Vodafone Spain","Spain","ES","Community of Madrid","MD","Madrid",40.47723,-3.70785,5.49462,"Vodafone Spain",1,"vodafone ES","","",15,15,"hi6210sft","hi6210sft","hi6210sft","LMY47X","HUAWEI","hi6210sft","hi6210sft","","72043521",1,"Madrid, Madrid, Spain","Madrid","locality","Spain","ES","Community of Madrid","Madrid","Área Metropolitalitana y Corredor del Henares, Madrid","28029"
2589795956,128172102,"HUAWEI/KII-L22/HWKII-Q:6.0.1/HUAWEIKII-L22/C636B310:user/release-keys","2017-02-01 00:00:52","112.215.154.xxx",8751,2331,54,"Surakarta","Indonesia","ID",-7.5667,110.8167,"Universitas Sebelas Maret","Indonesia","ID","Central Java","JT","Kertonatan",-7.56838,110.71318,7.09777,"PT Excelcomindo Pratama",1,"AXIS","510","11",15,15,"HUAWEI","HWKII-Q","qcom","HUAWEIKII-L22","HUAWEI","HUAWEI KII-L22","KII-L22","","133187334",1,"Karangduren, Sawit, Boyolali Regency, Central Java, Indonesia","Karangduren","administrative_area_level_4","Indonesia","ID","Central Java","Boyolali Regency","Sawit, Karangduren","57374"
2589795958,147373402,"motorola/lux_retasia_ds/lux_uds:6.0.1/MPD24.107-70-1/2:user/release-keys","2017-02-01 00:00:52","157.50.227.xxx",134,27,40,"Chennai","India","IN",13.0827,80.2707,"Ficus Telecom Pvt Ltd","India","IN","Tamil Nadu","TN","UNKNOWN",13.08330,80.28330,0.85019,"Jio",1,"Vodafone IN","405","869",0,0,"motorola","lux_uds","qcom","MPD24.107-70-1","motorola","XT1562","lux_retasia_ds","","1243441",2,"Tamil Nadu 600001, India","Tamil Nadu","administrative_area_level_1","India","IN","Tamil Nadu","","",""
2589795965,147809170,"Xiaomi/scorpio/scorpio:6.0.1/MXB48T/V8.0.15.0.MADCNDI:user/release-keys","2017-02-01 00:00:52","110.30.26.xxx",38201,27375,20,"Changhua","Taiwan","TW",23.9333,120.5333,"Far Eastone Telecommunications Co., Ltd.","Taiwan","TW","Changhua County","CHA","Yuanlin",23.96151,120.57111,3.08443,"Far EastTone Telecommunication Co.",1,"遠傳電信","466","1",21,21,"Xiaomi","scorpio","qcom","MXB48T","Xiaomi","Mi Note 2","scorpio","","133198871",1,"Yuanlin, Yuanlin City, Changhua County, Taiwan","Yuanlin","locality","Taiwan","TW","Changhua County","Yuanlin City","","510"
2589795969,152541564,"HONOR/NEM-L51/HNNEM-H:6.0/HONORNEM-L51/C10B121:user/release-keys","2017-02-01 00:00:52","176.59.129.xxx",4326,2525,99,"Tomsk","Russian Federation","RU",56.5000,84.9700,"Truenetwork","Russia","RU","Tomsk Oblast","TOM","Seversk",56.57846,84.93650,5.57808,"T2 Mobile LLC",1,"TELE2","","",17,17,"HONOR","HNNEM-H","hi6250","HONORNEM-L51","HUAWEI","NEM-L51","NEM-L51","","1407151",1,"Seversk, Tomsk Oblast, Russia","Seversk","locality","Russia","RU","Tomsk Oblast","Tomsky District","","636013"
2589795974,71240207,"MLS/iq1010/iq1010:4.4.2/KOT49H/1417698532:user/test-keys","2017-02-01 00:00:52","159.203.40.xxx",5112,13187,397,"Amsterdam","Netherlands","NL",52.3667,4.9000,"KPN","Canada","CA","Ontario","ON","Toronto",43.65550,-79.36260,3720.15,"Digital Ocean",0,"GR COSMOTE","","",17,17,"MLS","iq1010","mt8389","KOT49H","MLS","IQ1010","MLS IQ1010","","35834748",2,"Toronto, ON, Canada","Toronto","locality","Canada","CA","Ontario","Toronto Division","","M5A"
2589795977,63637224,"samsung/kltexx/klte:6.0.1/MMB29M/G900FXXS1CPLV:user/release-keys","2017-02-01 00:00:53","109.84.0.xxx",8181,1978,30,"Frankfurt","Germany","DE",50.1167,8.6833,"LeaseWeb","Germany","DE","Hesse","HE","Frankfurt am Main",50.12390,8.57630,4.77159,"Vodafone GmbH",1,"1&1","262","2",17,17,"samsung","klte","qcom","MMB29M","samsung","SM-G900F","kltexx","","164780609",2,"Frankfurt, Germany","Frankfurt","locality","Germany","DE","Hesse","Darmstadt","","65936"
2589795979,152044300,"Xiaomi/kenzo/kenzo:5.1.1/LMY47V/V8.0.6.0.LHOMIDG:user/release-keys","2017-02-01 00:00:53","114.125.81.xxx",6596,1653,67,"Malang","Indonesia","ID",-7.9800,112.6200,"UB","Indonesia","ID","East Java","JI","Jember",-8.17994,113.67756,73.7359,"Telkomsel",1,"TELKOMSEL","510","10",17,17,"Xiaomi","kenzo","qcom","MMB29M","Xiaomi","Redmi Note 3","kenzo","","40840261",1,"Jember, Jember Regency, East Java, Indonesia","Jember","locality","Indonesia","ID","East Java","Jember Regency","","68131"
2589795980,125404185,"lge/m253_global_com/m253:6.0/MRA58K/163570836ddf9:user/release-keys","2017-02-01 00:00:53","189.99.193.xxx",512,255,28,"Sao Paulo","Brazil","BR",-23.5000,-46.6167,"Vivo","Brazil","BR","State of São Paulo","SP","Taboao da Serra",-23.63116,-46.79327,14.4128,"Vivo",1,"VIVO","724","10",15,15,"lge","m253","m253","MRA58K","LGE","LG-K430","m253_global_com","","205117186",1,"Taboão da Serra, Taboão da Serra - SP, Brazil","Taboão da Serra","locality","Brazil","BR","State of São Paulo","Taboão da Serra","","06783"
2589795981,152456469,"OPPO/X9009/X9009:5.1/LMY47I/1454158811:user/release-keys","2017-02-01 00:00:53","157.50.26.xxx",957,1583,31,"Chennai","India","IN",13.0827,80.2707,"Bharti Airtel Ltd","India","IN","Tamil Nadu","TN","Chennai",13.02582,80.27204,3.93677,"Jio",1,"Jio 4G","405","869",15,15,"OPPO","X9009","mt6755","LMY47I","OPPO","X9009","X9009","","316177",1,"Chennai, Tamil Nadu, India","Chennai","locality","India","IN","Tamil Nadu","Tiruvallur","","600004"
2589795987,145844716,"Letv/Le1s_IN/X3_HK:6.0/DHXOSOP5801911241S/1479990092:user/release-keys","2017-02-01 00:00:53","106.77.172.xxx",2962,1713,71,"Coimbatore","India","IN",11.0183,76.9725,"LIMRAS ERONET BROADBAND","India","IN","Tamil Nadu","TN","Podanur",10.90365,76.99168,8.0334,"Idea Cellular",1,"Idea","405","852",15,15,"Letv","X3_HK","mt6795","DHXOSOP5801911241S","Letv","Le X507","Le1s_IN","","7770410",1,"Malumichampatty, Tamil Nadu, India","Malumichampatty","locality","India","IN","Tamil Nadu","Coimbatore","","641021"
2589795990,152534224,"Letv/Le1s_IN/X3_HK:6.0/DHXOSOP5801911241S/1479990092:user/release-keys","2017-02-01 00:00:53","157.50.148.xxx",6805,1840,29,"Chennai","India","IN",13.0827,80.2707,"Ficus Telecom Pvt Ltd","India","IN","Tamil Nadu","TN","Chennai",13.08330,80.28330,0.85019,"Jio",1,"IND-JIO","405","869",15,15,"Letv","X3_HK","mt6795","DHXOSOP5801911241S","Letv","Le X509","Le1s_IN","","742162",2,"Chennai, Tamil Nadu, India","Chennai","locality","India","IN","Tamil Nadu","Tiruvallur","","600009"
2589795991,152541495,"samsung/SC-02G/SC-02G:6.0.1/MMB29M/SC02GOMS2CPK1:user/release-keys","2017-02-01 00:00:53","49.97.111.xxx",34875,28197,31,"Tokyo","Japan","JP",35.6833,139.6833,"ASEINet","Japan","JP","Tokyo","13","Ochikawa",35.69469,139.41514,15.0882,"NTT DoCoMo,Inc.",0,"NTT DOCOMO","440","10",15,15,"samsung","SC-02G","qcom","MMB29M","samsung","SC-02G","SC-02G","","45588560",1,"","","","","","","","",""
2589795993,147896910,"MBX/k200/k200:4.4.2/KOT49H/20150402:user/test-keys","2017-02-01 00:00:53","172.115.253.xxx",92032,12061,15,"Diamond Bar, CA","United States","US",34.0017,-117.8208,"C3Network.Inc","United States","US","California","CA","Murrieta",33.57890,-117.14120,48.8011,"Time Warner Cable",1,"                ","","",0,0,"MBX","k200","amlogic","KOT49H","MBX","K200","k200","","",2,"Murrieta, CA, USA","Murrieta","locality","United States","US","California","Riverside County","","92563"
2589795994,150632102,"Xiaomi/land/land:6.0.1/MMB29M/V8.1.1.0.MALMIDI:user/release-keys","2017-02-01 00:00:53","217.118.93.xxx",778,1139,29,"Cheboksary","Russian Federation","RU",56.1333,47.2500,"Infolink","Russia","RU","Chuvashia Republic","CU","Cheboksary",56.11209,47.25686,1.4905,"VimpelCom",1,"Beeline","","",17,17,"Xiaomi","land","qcom","MMB29M","Xiaomi","Redmi 3S","land","","",1,"Cheboksary, Chuvashia Republic, Russia","Cheboksary","locality","Russia","RU","Chuvashia Republic","gorod Cheboksary","","428003"
2589796002,96773677,"samsung/trltexx/trlte:5.0.1/LRX22C/N910FXXU1POF2:user/release-keys","2017-02-01 00:00:54","197.17.217.xxx",52121,20168,14,"Tunis","Tunisia","TN",36.8000,10.1833,"Tunisie Telecom","Tunisia","TN","UNKNOWN","??","UNKNOWN",34.00000,9.00000,204.841,"Agence Tunisienne Internet - ATI",1,"TUNISIANA","","",15,15,"samsung","trlte","qcom","LRX22C","samsung","SM-N910F","trltexx","","3843339",2,"Tunisia","Tunisia","country","Tunisia","TN","","","",""
2589796004,142499458,"OPPO/X9009/X9009:5.1/LMY47I/1478925370:user/release-keys","2017-02-01 00:00:54","223.24.44.xxx",22474,4247,31,"Bangkok","Thailand","TH",13.7500,100.4833,"KSC Commercial Internet Co.,Ltd","Thailand","TH","Bangkok","10","Bangkok",13.76250,100.53100,3.3193,"True Internet",1,"TRUE-H","520","4",15,15,"OPPO","X9009","mt6755","LMY47I","OPPO","X9009","X9009","","34573375",2,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10400"
2589796007,38565591,"samsung/meliusltexx/meliuslte:4.2.2/JDQ39/I9205XXUCNA3:user/release-keys","2017-02-01 00:00:54","183.171.21.xxx",13374,198,37,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"Celcom Axiata","Malaysia","MY","Selangor","10","Kajang",2.99204,101.81872,13.4274,"Celcom Internet Service Provider",1,"MY CELCOM","502","19",15,15,"samsung","meliuslte","qcom","JDQ39","samsung","GT-I9205","meliusltexx","","46339861",1,"Semenyih, Selangor, Malaysia","Semenyih","administrative_area_level_4","Malaysia","MY","Selangor","Hulu Langat","Semenyih","43000"
2589796013,149082634,"Android/s3grt6_inet/sofia3gr:6.0.1/MMB29M/weitf10181054:user/release-keys","2017-02-01 00:00:54","163.172.190.xxx",25,9,91,"Paris","France","FR",48.8742,2.3470,"Orange","France","FR","UNKNOWN","??","UNKNOWN",48.85820,2.33870,1.16931,"Scaleway",0,"I WIND","222","88",17,17,"IntelAtom","SmartPadi2","sofiaboard","MMB29M","MEDIACOM","M-SP8i2A","SmartPadi2","","28830209",2,"France","France","country","France","FR","","","",""
2589796015,84887164,"asus/WW_fonepad/K012:4.4.2/KVT49L/WW_fonepad-11.2.3.27-20141218:user/release-keys","2017-02-01 00:00:54","176.59.41.xxx",7301,2600,31,"Mytishchi","Russian Federation","RU",55.9131,37.7544,"Opticom","Russia","RU","Moscow Oblast","MOS","Mytishchi",55.92134,37.70867,1.85999,"T2 Mobile LLC",1,"TELE2","250","20",5,17,"asus","K012","redhookbay","KVT49L","asus","K012","WW_fonepad","","69442767",1,"Mytishchi, Moscow Oblast, Russia","Mytishchi","locality","Russia","RU","Moscow Oblast","Mytishchinsky District","","141021"
2589796019,151505847,"HUAWEI/VNS-L21/HWVNS-H:6.0/HUAWEIVNS-L21/C432B160:user/release-keys","2017-02-01 00:00:54","213.225.37.xxx",55554,41413,29,"Maribor","Slovenia","SI",46.5500,15.6500,"Telemach Rotovz d.d.","Austria","AT","Burgenland","01","Jennersdorf",46.93403,16.12636,34.8632,"Telekom Austria",1,"A1","","",15,15,"HUAWEI","HWVNS-H","hi6250","HUAWEIVNS-L21","HUAWEI","HUAWEI VNS-L21","VNS-L21","","776968",1,"Jennersdorf, Austria","Jennersdorf","locality","Austria","AT","Burgenland","Jennersdorf District","Gemeinde Jennersdorf","8380"
2589796020,130292307,"Sony/C2105_1271-8633/C2105:4.2.2/15.3.A.1.17/Android.1016:user/release-keys","2017-02-01 00:00:54","188.162.86.xxx",6567,3798,58,"Omsk","Russian Federation","RU",54.9833,73.3667,"BST","Russia","RU","Omsk Oblast","OMS","Omsk",55.00000,73.40000,1.75525,"PJSC MegaFon",1,"Yota","","",17,17,"Sony","C2105","qcom","15.3.A.1.17","Sony","C2105","C2105_1271-8633","","10198998",2,"Omsk, Omsk Oblast, Russia","Omsk","locality","Russia","RU","Omsk Oblast","gorod Omsk","","644047"
2589796023,122279722,"Lenovo/A536/A536:4.4.2/KOT49H/A536_S186_150813_ROW:user/release-keys","2017-02-01 00:00:54","37.73.220.xxx",5039,3782,27,"Kiev","Ukraine","UA",50.4500,30.5233,"Lanet Network","Ukraine","UA","UNKNOWN","??","UNKNOWN",50.45000,30.52330,0,"Limited Liability Company lifecell",1,"lifecell","","",11,17,"Lenovo","A536","mt6582","KOT49H","LENOVO","Lenovo A536","A536","","75049153",2,"Ukraine","Ukraine","country","Ukraine","UA","","","",""
2589796026,120497146,"lge/c90_global_com/c90:5.0.2/LRX22G/153312137976b:user/release-keys","2017-02-01 00:00:55","46.221.212.xxx",27044,8632,69,"Istanbul","Turkey","TR",41.0136,28.9550,"Vodafone TR","Turkey","TR","UNKNOWN","??","UNKNOWN",41.02140,28.99480,2.14612,"Vodafone Telekomunikasyon A.S.",1,"VODAFONE TR","286","2",15,15,"lge","c90","c90","LRX22G","LGE","LG-H525","c90_global_com","","10767944",2,"Turkey","Turkey","country","Turkey","TR","","","",""
2589796031,116255422,"samsung/nobleltezt/noblelte:6.0.1/MMB29K/N9208ZTU3BPL1:user/release-keys","2017-02-01 00:00:55","101.12.146.xxx",22303,32482,19,"Taipei","Taiwan","TW",25.0333,121.5333,"Taiwan Star Telecom Co., Ltd.","Taiwan","TW","UNKNOWN","??","Taipei",25.04180,121.49660,2.37425,"Taiwan Mobile Co.",1,"TW Mobile","466","97",15,15,"samsung","noblelte","samsungexynos7420","MMB29K","samsung","SM-N9208","nobleltezt","","138251375",2,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","108"
2589796037,120173266,"samsung/a5xeltexx/a5xelte:6.0.1/MMB29K/A510FXXU3BPLC:user/release-keys","2017-02-01 00:00:55","213.87.126.xxx",11,262,825,"Novosibirsk","Russian Federation","RU",55.0000,82.0000,"Truenetwork","Russia","RU","Novosibirsk Oblast","NVS","Barabinsk",55.35662,78.34516,146.431,"MTS PJSC",1,"MTS RUS","250","1",15,15,"samsung","a5xelte","samsungexynos7580","MMB29K","samsung","SM-A510F","a5xeltexx","","176216853",1,"Barabinsk, Novosibirsk Oblast, Russia","Barabinsk","locality","Russia","RU","Novosibirsk Oblast","gorod Barabinsk","","632335"
2589796041,122292196,"google/angler/angler:7.1.1/N4F26I/3532671:user/release-keys","2017-02-01 00:00:55","172.58.44.xxx",32811,12425,38,"East Wenatchee, WA","United States","US",47.4214,-120.2881,"T-Mobile","United States","US","Washington","WA","Auburn",47.30780,-122.26430,92.9174,"T-MOBILE USA",0,"T-Mobile","310","260",15,15,"google","angler","angler","N4F26O","Huawei","Nexus 6P","angler","","21835010",2,"Auburn, WA, USA","Auburn","locality","United States","US","Washington","King County","","98001"
2589796042,142392629,"Xiaomi/kenzo/kenzo:6.0.1/MMB29M/V8.1.1.0.MHOMIDI:user/release-keys","2017-02-01 00:00:55","47.30.126.xxx",292,4,400,"Noida","India","IN",28.5700,77.3200,"HOSTDIME INDIA","India","IN","Delhi","DL","Delhi",28.50901,77.29730,4.43902,"Jio",1,"Airtel","404","10",0,0,"Xiaomi","kenzo","qcom","MMB29M","Xiaomi","Redmi Note 3","kenzo","","898610",1,"New Delhi, Delhi 110001, India","New Delhi","locality","India","IN","Delhi","","","110044"
2589796044,147646385,"Xiaomi/ferrari/ferrari:5.0.2/LRX22G/V7.5.1.0.LXIMIDE:user/release-keys","2017-02-01 00:00:55","169.149.208.xxx",12666,4406,28,"Ludhiana","India","IN",30.9010,75.8573,"Jio","India","IN","Himachal Pradesh","HP","Baddi",30.94111,76.80163,56.1027,"Jio",1,"Jio 4G","405","859",15,15,"Xiaomi","ferrari","qcom","LRX22G","Xiaomi","Mi 4i","ferrari","","218386",1,"Baddi, Himachal Pradesh, India","Baddi","locality","India","IN","Himachal Pradesh","Solan","","173205"
2589796047,143028747,"Sony/F8132/F8132:6.0.1/35.0.A.1.238/1259670374:user/release-keys","2017-02-01 00:00:56","49.237.129.xxx",76239,20998,28,"Bangkok","Thailand","TH",13.7500,100.4833,"Shama Thunder","Thailand","TH","Phra Nakhon Si Ayutthaya","14","Bang Pa-in",14.31858,100.61197,40.2673,"True Internet",1,"TRUE","520","4",15,15,"Sony","F8132","qcom","35.0.A.1.238","Sony","F8132","F8132","","1818369",1,"Ban Krot, Bang Pa-in District, Phra Nakhon Si Ayutthaya, Thailand","Ban Krot","locality","Thailand","TH","Phra Nakhon Si Ayutthaya","Bang Pa-in District","","13160"
2589796048,151756935,"Sony/D6503/D6503:6.0.1/23.5.A.1.291/2769308465:user/release-keys","2017-02-01 00:00:56","37.47.255.xxx",19184,1684,27,"Olsztyn","Poland","PL",53.7833,20.4833,"INTELLY","Poland","PL","Warmian-Masurian Voivodeship","WN","Olsztyn",53.79654,20.49739,1.07981,"Orange mobile",1,"Orange","260","3",15,15,"Sony","D6503","qcom","23.5.A.1.291","Sony","D6503","D6503","","36865283",1,"Olsztyn, Poland","Olsztyn","locality","Poland","PL","Warmian-Masurian Voivodeship","Olsztyn County","Olsztyn","10"
2589796056,152323510,"samsung/j5ltedx/j5lte:5.1.1/LMY48B/J500GXXU1AOL1:user/release-keys","2017-02-01 00:00:56","112.215.170.xxx",5926,3133,24,"Bogor","Indonesia","ID",-6.5971,106.8060,"StarNet","Indonesia","ID","West Java","JB","Leuwinutug",-6.53102,106.82932,4.84438,"PT Excelcomindo Pratama",1,"3","510","89",0,0,"samsung","j5lte","qcom","LMY48B","samsung","SM-J500G","j5ltedx","","115319302",1,"Sukaraja, Sukaraja, Bogor, West Java, Indonesia","Sukaraja","locality","Indonesia","ID","West Java","Bogor","Sukaraja","16710"
2589796057,93638615,"InFocus/M5503D_00WW/ZD1:4.4.4/KTU84P/00WW_0_24S:user/release-keys","2017-02-01 00:00:56","180.217.141.xxx",22572,11256,22,"Hsinchu","Taiwan","TW",24.8167,120.9833,"Chief Telecom","Taiwan","TW","Hsinchu City","HSQ","Zhubei",24.87042,120.99607,3.80034,"Vibo Telecom",1,"台灣之星","","",15,15,"InFocus","ZD1","mt6752","KTU84P","InFocus","InFocus M550 3D","M5503D_00WW","","77824258",1,"Xinfeng, Xinfeng Township, Hsinchu County, Taiwan","Xinfeng","locality","Taiwan","TW","Hsinchu County","Xinfeng Township","山崎村","304"
2589796059,151503242,"Xiaomi/land/land:6.0.1/MMB29M/V8.1.1.0.MALMIDI:user/release-keys","2017-02-01 00:00:56","62.18.46.xxx",8010,974,78,"Bologna","Italy","IT",44.5000,11.3500,"Telecom Italia Spa","Italy","IT","Emilia-Romagna","45","San Giuseppe",44.72131,12.21616,45.3167,"Telecom Italia Mobile",1,"I TIM","222","1",17,17,"Xiaomi","land","qcom","MMB29M","Xiaomi","Redmi 3S","land","","94083047",1,"San Giuseppe FE, Italy","San Giuseppe","locality","Italy","IT","Emilia-Romagna","Province of Ferrara","Comacchio","44022"
2589796071,151705077,"samsung/c9ltezh/c9ltechn:6.0.1/MMB29M/C9000ZHU1AQA2:user/release-keys","2017-02-01 00:00:56","124.217.189.xxx",6602,4119,21,"Hong Kong","China","HK",22.2500,114.1667,"Website Solution Limited","Hong Kong","HK","Central And Western District","HCW","Hong Kong",22.32781,114.16330,5.38591,"Hutchison Telephone Company Limited",1,"3","454","3",5,5,"samsung","c9ltechn","qcom","MMB29M","samsung","SM-C9000","c9ltezh","","425598",1,"Hong Kong, Hong Kong","Hong Kong","locality","Hong Kong","HK","","","",""
2589796075,142264542,"asus/WW_Phone/ASUS_Z010_2:6.0.1/MMB29P/13.8.26.80-20161230:user/release-keys","2017-02-01 00:00:56","47.15.14.xxx",6814,3972,27,"Kolkata","India","IN",22.5667,88.3667,"Jio","India","IN","West Bengal","WB","Kolkata",22.48970,88.37366,5.34486,"Jio",1,"IND airtel","405","873",0,0,"asus","ASUS_Z010_2","qcom","MMB29P","asus","ASUS_Z010D","WW_Phone","","175120",1,"Kolkata, West Bengal 700001, India","Kolkata","locality","India","IN","West Bengal","Kolkata","","700032"
2589796076,102012618,"htc/m8qlul_htc_europe/htc_m8qlul:6.0.1/MMB29M/826429.1:user/release-keys","2017-02-01 00:00:56","5.46.208.xxx",3175,1162,36,"Istanbul","Turkey","TR",41.0136,28.9550,"Turk Telekom Avrupa","Turkey","TR","İstanbul","34","Istanbul",41.06104,28.64168,16.6716,"Turk Telekom",1,"GSMobile","286","3",17,17,"htc","htc_m8qlul","qcom","MMB29M","HTC","HTC One M8s","m8qlul_htc_europe","","3790669",1,"Istanbul, İstanbul, Turkey","Istanbul","locality","Turkey","TR","İstanbul","","","34522"
2589796080,152473775,"Xiaomi/land/land:6.0.1/MMB29M/V8.1.1.0.MALMIDI:user/release-keys","2017-02-01 00:00:57","117.229.45.xxx",4126,491,64,"Aurangabad","India","IN",19.8800,75.3200,"Data Com Network71 pvt ltd","India","IN","Maharashtra","MH","Dhule",20.89521,74.78845,78.2245,"BSNL",1,"BSNL MOBILE","404","66",17,17,"Xiaomi","land","qcom","MMB29M","Xiaomi","Redmi 3S","land","","6782559",1,"Dhule, Maharashtra 424001, India","Dhule","locality","India","IN","Maharashtra","Dhule","","424004"
